Freq.	I(R9)
6.30957344480190e+02	(-3.99923937413878e+01dB,-5.38446785464231e+00°)
6.45654229034652e+02	(-3.99919955649727e+01dB,-5.51051357464321e+00°)
6.60693448007592e+02	(-3.99915791780619e+01dB,-5.63953958207582e+00°)
6.76082975391978e+02	(-3.99911437761304e+01dB,-5.77161846294797e+00°)
6.91830970918933e+02	(-3.99906885219442e+01dB,-5.90682471901516e+00°)
7.07945784384134e+02	(-3.99902125445250e+01dB,-6.04523482834012e+00°)
7.24435960074986e+02	(-3.99897149381134e+01dB,-6.18692730838417e+00°)
7.41310241300914e+02	(-3.99891947611401e+01dB,-6.33198278176393e+00°)
7.58577575029180e+02	(-3.99886510352080e+01dB,-6.48048404481893e+00°)
7.76247116628688e+02	(-3.99880827440900e+01dB,-6.63251613914498e+00°)
7.94328234724277e+02	(-3.99874888327515e+01dB,-6.78816642625609e+00°)
8.12830516164095e+02	(-3.99868682064070e+01dB,-6.94752466554611e+00°)
8.31763771102666e+02	(-3.99862197296184e+01dB,-7.11068309573587e+00°)
8.51138038202372e+02	(-3.99855422254441e+01dB,-7.27773652000176e+00°)
8.70963589956076e+02	(-3.99848344746558e+01dB,-7.44878239498831e+00°)
8.91250938133741e+02	(-3.99840952150287e+01dB,-7.62392092393118e+00°)
9.12010839355905e+02	(-3.99833231407293e+01dB,-7.80325515411616e+00°)
9.33254300796986e+02	(-3.99825169018072e+01dB,-7.98689107892886e+00°)
9.54992586021431e+02	(-3.99816751038208e+01dB,-8.17493774475012e+00°)
9.77237220955805e+02	(-3.99807963076076e+01dB,-8.36750736298175e+00°)
9.99999999999994e+02	(-3.99798790292312e+01dB,-8.56471542749229e+00°)
1.02329299228075e+03	(-3.99789217401254e+01dB,-8.76668083779746e+00°)
1.04712854805089e+03	(-3.99779228674674e+01dB,-8.97352602830699e+00°)
1.07151930523760e+03	(-3.99768807948144e+01dB,-9.18537710398495e+00°)
1.09647819614318e+03	(-3.99757938630348e+01dB,-9.40236398279794e+00°)
1.12201845430196e+03	(-3.99746603715821e+01dB,-9.62462054534088e+00°)
1.14815362149688e+03	(-3.99734785801510e+01dB,-9.85228479205354e+00°)
1.17489755493952e+03	(-3.99722467107672e+01dB,-1.00854990084709e+01°)
1.20226443461741e+03	(-3.99709629503693e+01dB,-1.03244099389619e+01°)
1.23026877081237e+03	(-3.99696254539445e+01dB,-1.05691689694479e+01°)
1.25892541179416e+03	(-3.99682323482817e+01dB,-1.08199323196163e+01°)
1.28824955169313e+03	(-3.99667817364284e+01dB,-1.10768612451607e+01°)
1.31825673855640e+03	(-3.99652717029279e+01dB,-1.13401222506231e+01°)
1.34896288259165e+03	(-3.99637003199353e+01dB,-1.16098873134296e+01°)
1.38038426460288e+03	(-3.99620656543161e+01dB,-1.18863341197414e+01°)
1.41253754462275e+03	(-3.99603657758442e+01dB,-1.21696463127759e+01°)
1.44543977074592e+03	(-3.99585987666226e+01dB,-1.24600137542775e+01°)
1.47910838816820e+03	(-3.99567627318777e+01dB,-1.27576327998423e+01°)
1.51356124843620e+03	(-3.99548558122768e+01dB,-1.30627065888374e+01°)
1.54881661891247e+03	(-3.99528761979457e+01dB,-1.33754453496697e+01°)
1.58489319246110e+03	(-3.99508221443791e+01dB,-1.36960667211944e+01°)
1.62181009735892e+03	(-3.99486919904542e+01dB,-1.40247960910633e+01°)
1.65958690743755e+03	(-3.99464841787881e+01dB,-1.43618669518378e+01°)
1.69824365246173e+03	(-3.99441972786901e+01dB,-1.47075212757062e+01°)
1.73780082874936e+03	(-3.99418300120055e+01dB,-1.50620099086402e+01°)
1.77827941003891e+03	(-3.99393812821589e+01dB,-1.54255929848467e+01°)
1.81970085860997e+03	(-3.99368502067507e+01dB,-1.57985403623407e+01°)
1.86208713666286e+03	(-3.99342361540923e+01dB,-1.61811320804593e+01°)
1.90546071796323e+03	(-3.99315387841027e+01dB,-1.65736588401021e+01°)
1.94984459975803e+03	(-3.99287580940363e+01dB,-1.69764225074316e+01°)
1.99526231496887e+03	(-3.99258944695527e+01dB,-1.73897366417097e+01°)
2.04173794466952e+03	(-3.99229487417001e+01dB,-1.78139270478436e+01°)
2.08929613085403e+03	(-3.99199222504328e+01dB,-1.82493323541074e+01°)
2.13796208950222e+03	(-3.99168169153431e+01dB,-1.86963046153616e+01°)
2.18776162394954e+03	(-3.99136353143643e+01dB,-1.91552099418957e+01°)
2.23872113856832e+03	(-3.99103807712637e+01dB,-1.96264291537902e+01°)
2.29086765276776e+03	(-3.99070574528208e+01dB,-2.01103584604371e+01°)
2.34422881531991e+03	(-3.99036704766868e+01dB,-2.06074101644648e+01°)
2.39883291901947e+03	(-3.99002260309870e+01dB,-2.11180133889567e+01°)
2.45470891568501e+03	(-3.98967315068420e+01dB,-2.16426148263140e+01°)
2.51188643150956e+03	(-3.98931956450818e+01dB,-2.21816795065344e+01°)
2.57039578276885e+03	(-3.98896286985248e+01dB,-2.27356915819844e+01°)
2.63026799189536e+03	(-3.98860426113273e+01dB,-2.33051551248776e+01°)
2.69153480392690e+03	(-3.98824512169992e+01dB,-2.38905949327363e+01°)
2.75422870333815e+03	(-3.98788704568337e+01dB,-2.44925573359096e+01°)
2.81838293126443e+03	(-3.98753186205852e+01dB,-2.51116109999308e+01°)
2.88403150312658e+03	(-3.98718166113917e+01dB,-2.57483477138652e+01°)
2.95120922666636e+03	(-3.98683882370116e+01dB,-2.64033831540598e+01°)
3.01995172040199e+03	(-3.98650605295991e+01dB,-2.70773576105187e+01°)
3.09029543251357e+03	(-3.98618640962926e+01dB,-2.77709366608150e+01°)
3.16227766016836e+03	(-3.98588335030156e+01dB,-2.84848117735662e+01°)
3.23593656929626e+03	(-3.98560076939004e+01dB,-2.92197008204528e+01°)
3.31131121482589e+03	(-3.98534304487835e+01dB,-2.99763484720980e+01°)
3.38844156139200e+03	(-3.98511508811758e+01dB,-3.07555264491349e+01°)
3.46736850452529e+03	(-3.98492239790172e+01dB,-3.15580335952116e+01°)
3.54813389233573e+03	(-3.98477111903401e+01dB,-3.23846957336816e+01°)
3.63078054770099e+03	(-3.98466810556960e+01dB,-3.32363652640943e+01°)
3.71535229097170e+03	(-3.98462098887841e+01dB,-3.41139204485325e+01°)
3.80189396320558e+03	(-3.98463825061628e+01dB,-3.50182643312370e+01°)
3.89045144994278e+03	(-3.98472930061837e+01dB,-3.59503232278575e+01°)
3.98107170553494e+03	(-3.98490455963153e+01dB,-3.69110447133150e+01°)
4.07380277804110e+03	(-3.98517554667892e+01dB,-3.79013950296124e+01°)
4.16869383470332e+03	(-3.98555497069762e+01dB,-3.89223558273113e+01°)
4.26579518801589e+03	(-3.98605682589913e+01dB,-3.99749201471230e+01°)
4.36515832240162e+03	(-3.98669649007650e+01dB,-4.10600875413718e+01°)
4.46683592150960e+03	(-3.98749082480701e+01dB,-4.21788582297199e+01°)
4.57088189614871e+03	(-3.98845827618070e+01dB,-4.33322261799123e+01°)
4.67735141287194e+03	(-3.98961897431419e+01dB,-4.45211710033244e+01°)
4.78630092322634e+03	(-3.99099482948828e+01dB,-4.57466485577250e+01°)
4.89778819368442e+03	(-3.99260962227888e+01dB,-4.70095801569178e+01°)
5.01187233627268e+03	(-3.99448908453829e+01dB,-4.83108403001677e+01°)
5.12861383991361e+03	(-3.99666096753995e+01dB,-4.96512428548865e+01°)
5.24807460249768e+03	(-3.99915509304170e+01dB,-5.10315256553308e+01°)
5.37031796370248e+03	(-4.00200338247280e+01dB,-5.24523335196163e+01°)
5.49540873857620e+03	(-4.00523985894375e+01dB,-5.39141997383216e+01°)
5.62341325190344e+03	(-4.00890061635833e+01dB,-5.54175261512552e+01°)
5.75439937337152e+03	(-4.01302374962232e+01dB,-5.69625620052133e+01°)
5.88843655355584e+03	(-4.01764923986212e+01dB,-5.85493818739528e+01°)
6.02559586074353e+03	(-4.02281878874736e+01dB,-6.01778630210320e+01°)
6.16595001861477e+03	(-4.02857559653427e+01dB,-6.18476626934973e+01°)
6.30957344480188e+03	(-4.03496407937302e+01dB,-6.35581959450707e+01°)
6.45654229034650e+03	(-4.04202952281240e+01dB,-6.53086146953473e+01°)
6.60693448007590e+03	(-4.04981767032407e+01dB,-6.70977888283126e+01°)
6.76082975391976e+03	(-4.05837424806177e+01dB,-6.89242902094799e+01°)
6.91830970918931e+03	(-4.06774442992732e+01dB,-7.07863805456290e+01°)
7.07945784384132e+03	(-4.07797225024545e+01dB,-7.26820040132792e+01°)
7.24435960074984e+03	(-4.08909997480158e+01dB,-7.46087855318855e+01°)
7.41310241300911e+03	(-4.10116744446184e+01dB,-7.65640354475946e+01°)
7.58577575029177e+03	(-4.11421140881548e+01dB,-7.85447612195724e+01°)
7.76247116628685e+03	(-4.12826486996247e+01dB,-8.05476864648607e+01°)
7.94328234724275e+03	(-4.14335645842028e+01dB,-8.25692774274833e+01°)
8.12830516164092e+03	(-4.15950986387323e+01dB,-8.46057766073834e+01°)
8.31763771102664e+03	(-4.17674334293665e+01dB,-8.66532429355406e+01°)
8.51138038202369e+03	(-4.19506932415240e+01dB,-8.87075975385235e+01°)
8.70963589956073e+03	(-4.21449412710145e+01dB,-9.07646738262430e+01°)
8.91250938133738e+03	(-4.23501780797313e+01dB,-9.28202703875714e+01°)
9.12010839355902e+03	(-4.25663413846439e+01dB,-9.48702050123527e+01°)
9.33254300796983e+03	(-4.27933071889114e+01dB,-9.69103680907110e+01°)
9.54992586021428e+03	(-4.30308922033463e+01dB,-9.89367736780218e+01°)
9.77237220955802e+03	(-4.32788574498316e+01dB,-1.00945606652732e+02°)
9.99999999999991e+03	(-4.35369128898208e+01dB,-1.02933264621414e+02°)
1.02329299228075e+04	(-4.38047228839891e+01dB,-1.04896393520030e+02°)
1.04712854805089e+04	(-4.40819122654937e+01dB,-1.06831916196640e+02°)
1.07151930523760e+04	(-4.43680727997619e+01dB,-1.08737053610995e+02°)
1.09647819614318e+04	(-4.46627698076431e+01dB,-1.10609338624429e+02°)
1.12201845430195e+04	(-4.49655487443199e+01dB,-1.12446622657135e+02°)
1.14815362149687e+04	(-4.52759415511114e+01dB,-1.14247075742624e+02°)
1.17489755493952e+04	(-4.55934726282482e+01dB,-1.16009180701527e+02°)
1.20226443461740e+04	(-4.59176643109399e+01dB,-1.17731722285235e+02°)
1.23026877081237e+04	(-4.62480417658507e+01dB,-1.19413772206800e+02°)
1.25892541179416e+04	(-4.65841372582270e+01dB,-1.21054670988489e+02°)
1.28824955169312e+04	(-4.69254937696948e+01dB,-1.22654007521974e+02°)
1.31825673855640e+04	(-4.72716679720744e+01dB,-1.24211597169028e+02°)
1.34896288259164e+04	(-4.76222325829315e+01dB,-1.25727459138770e+02°)
1.38038426460287e+04	(-4.79767781439008e+01dB,-1.27201793771985e+02°)
1.41253754462274e+04	(-4.83349142733862e+01dB,-1.28634960252373e+02°)
1.44543977074591e+04	(-4.86962704515645e+01dB,-1.30027455155807e+02°)
1.47910838816819e+04	(-4.90604963983580e+01dB,-1.31379892146580e+02°)
1.51356124843619e+04	(-4.94272621049204e+01dB,-1.32692983037799e+02°)
1.54881661891247e+04	(-4.97962575768534e+01dB,-1.33967520353262e+02°)
1.58489319246110e+04	(-5.01671923435247e+01dB,-1.35204361461103e+02°)
1.62181009735891e+04	(-5.05397947829937e+01dB,-1.36404414295012e+02°)
1.65958690743755e+04	(-5.09138113066597e+01dB,-1.37568624636128e+02°)
1.69824365246173e+04	(-5.12890054421632e+01dB,-1.38697964896579e+02°)
1.73780082874936e+04	(-5.16651568475838e+01dB,-1.39793424322708e+02°)
1.77827941003891e+04	(-5.20420602847528e+01dB,-1.40856000520803e+02°)
1.81970085860997e+04	(-5.24195245746927e+01dB,-1.41886692199315e+02°)
1.86208713666285e+04	(-5.27973715538494e+01dB,-1.42886493017676e+02°)
1.90546071796323e+04	(-5.31754350459425e+01dB,-1.43856386431912e+02°)
1.94984459975803e+04	(-5.35535598609347e+01dB,-1.44797341430140e+02°)
1.99526231496886e+04	(-5.39316008297653e+01dB,-1.45710309056034e+02°)
2.04173794466951e+04	(-5.43094218811074e+01dB,-1.46596219624678e+02°)
2.08929613085402e+04	(-5.46868951644114e+01dB,-1.47455980542376e+02°)
2.13796208950221e+04	(-5.50639002218927e+01dB,-1.48290474649572e+02°)
2.18776162394953e+04	(-5.54403232108095e+01dB,-1.49100559013657e+02°)
2.23872113856832e+04	(-5.58160561763591e+01dB,-1.49887064105931e+02°)
2.29086765276775e+04	(-5.61909963747260e+01dB,-1.50650793304183e+02°)
2.34422881531990e+04	(-5.65650456452299e+01dB,-1.51392522669077e+02°)
2.39883291901947e+04	(-5.69381098300818e+01dB,-1.52113000948807e+02°)
2.45470891568501e+04	(-5.73100982399630e+01dB,-1.52812949772211e+02°)
2.51188643150956e+04	(-5.76809231634570e+01dB,-1.53493063995759e+02°)
2.57039578276884e+04	(-5.80504994182557e+01dB,-1.54154012174498e+02°)
2.63026799189536e+04	(-5.84187439420250e+01dB,-1.54796437131225e+02°)
2.69153480392689e+04	(-5.87855754208439e+01dB,-1.55420956601907e+02°)
2.75422870333814e+04	(-5.91509139531671e+01dB,-1.56028163938600e+02°)
2.81838293126443e+04	(-5.95146807473668e+01dB,-1.56618628854052e+02°)
2.88403150312658e+04	(-5.98767978509963e+01dB,-1.57192898194644e+02°)
2.95120922666636e+04	(-6.02371879100484e+01dB,-1.57751496730568e+02°)
3.01995172040199e+04	(-6.05957739565972e+01dB,-1.58294927954010e+02°)
