Freq.	I(R9)
9.54992586021433e+01	(-4.00008226846815e+01dB,-8.91499281778082e-02°)
9.77237220955808e+01	(-4.00008176149615e+01dB,-9.12501966705259e-02°)
9.99999999999997e+01	(-4.00008123069836e+01dB,-9.33988523758570e-02°)
1.02329299228075e+02	(-4.00008067494889e+01dB,-9.55970349065790e-02°)
1.04712854805090e+02	(-4.00008009306889e+01dB,-9.78459101616844e-02°)
1.07151930523760e+02	(-4.00007948382407e+01dB,-1.00146670946311e-01°)
1.09647819614318e+02	(-4.00007884592207e+01dB,-1.02500537606207e-01°)
1.12201845430196e+02	(-4.00007817800980e+01dB,-1.04908758676948e-01°)
1.14815362149688e+02	(-4.00007747867043e+01dB,-1.07372611548255e-01°)
1.17489755493953e+02	(-4.00007674642054e+01dB,-1.09893403143759e-01°)
1.20226443461741e+02	(-4.00007597970685e+01dB,-1.12472470616583e-01°)
1.23026877081238e+02	(-4.00007517690304e+01dB,-1.15111182061109e-01°)
1.25892541179416e+02	(-4.00007433630610e+01dB,-1.17810937241599e-01°)
1.28824955169313e+02	(-4.00007345613294e+01dB,-1.20573168337408e-01°)
1.31825673855640e+02	(-4.00007253451651e+01dB,-1.23399340705996e-01°)
1.34896288259165e+02	(-4.00007156950184e+01dB,-1.26290953663562e-01°)
1.38038426460288e+02	(-4.00007055904191e+01dB,-1.29249541284070e-01°)
1.41253754462275e+02	(-4.00006950099321e+01dB,-1.32276673216900e-01°)
1.44543977074592e+02	(-4.00006839311142e+01dB,-1.35373955523749e-01°)
1.47910838816820e+02	(-4.00006723304637e+01dB,-1.38543031535111e-01°)
1.51356124843620e+02	(-4.00006601833724e+01dB,-1.41785582726908e-01°)
1.54881661891248e+02	(-4.00006474640731e+01dB,-1.45103329617712e-01°)
1.58489319246111e+02	(-4.00006341455845e+01dB,-1.48498032687053e-01°)
1.62181009735892e+02	(-4.00006201996539e+01dB,-1.51971493315411e-01°)
1.65958690743755e+02	(-4.00006055966978e+01dB,-1.55525554746291e-01°)
1.69824365246174e+02	(-4.00005903057389e+01dB,-1.59162103071028e-01°)
1.73780082874937e+02	(-4.00005742943398e+01dB,-1.62883068236882e-01°)
1.77827941003892e+02	(-4.00005575285353e+01dB,-1.66690425078830e-01°)
1.81970085860998e+02	(-4.00005399727595e+01dB,-1.70586194375990e-01°)
1.86208713666286e+02	(-4.00005215897702e+01dB,-1.74572443932860e-01°)
1.90546071796324e+02	(-4.00005023405706e+01dB,-1.78651289686282e-01°)
1.94984459975804e+02	(-4.00004821843262e+01dB,-1.82824896838697e-01°)
1.99526231496887e+02	(-4.00004610782775e+01dB,-1.87095481018331e-01°)
2.04173794466952e+02	(-4.00004389776508e+01dB,-1.91465309466928e-01°)
2.08929613085403e+02	(-4.00004158355612e+01dB,-1.95936702255867e-01°)
2.13796208950222e+02	(-4.00003916029146e+01dB,-2.00512033531225e-01°)
2.18776162394954e+02	(-4.00003662283036e+01dB,-2.05193732788574e-01°)
2.23872113856833e+02	(-4.00003396578968e+01dB,-2.09984286178367e-01°)
2.29086765276776e+02	(-4.00003118353265e+01dB,-2.14886237842457e-01°)
2.34422881531991e+02	(-4.00002827015680e+01dB,-2.19902191282792e-01°)
2.39883291901948e+02	(-4.00002521948135e+01dB,-2.25034810762901e-01°)
2.45470891568502e+02	(-4.00002202503429e+01dB,-2.30286822743232e-01°)
2.51188643150957e+02	(-4.00001868003855e+01dB,-2.35661017350908e-01°)
2.57039578276885e+02	(-4.00001517739754e+01dB,-2.41160249885194e-01°)
2.63026799189537e+02	(-4.00001150968018e+01dB,-2.46787442359157e-01°)
2.69153480392690e+02	(-4.00000766910512e+01dB,-2.52545585078887e-01°)
2.75422870333816e+02	(-4.00000364752415e+01dB,-2.58437738260916e-01°)
2.81838293126444e+02	(-3.99999943640500e+01dB,-2.64467033689088e-01°)
2.88403150312659e+02	(-3.99999502681309e+01dB,-2.70636676411813e-01°)
2.95120922666637e+02	(-3.99999040939274e+01dB,-2.76949946480700e-01°)
3.01995172040200e+02	(-3.99998557434711e+01dB,-2.83410200731949e-01°)
3.09029543251358e+02	(-3.99998051141761e+01dB,-2.90020874611298e-01°)
3.16227766016837e+02	(-3.99997520986188e+01dB,-2.96785484044009e-01°)
3.23593656929627e+02	(-3.99996965843118e+01dB,-3.03707627350946e-01°)
3.31131121482590e+02	(-3.99996384534642e+01dB,-3.10790987212038e-01°)
3.38844156139201e+02	(-3.99995775827303e+01dB,-3.18039332678485e-01°)
3.46736850452530e+02	(-3.99995138429503e+01dB,-3.25456521235006e-01°)
3.54813389233574e+02	(-3.99994470988731e+01dB,-3.33046500913588e-01°)
3.63078054770100e+02	(-3.99993772088712e+01dB,-3.40813312460009e-01°)
3.71535229097171e+02	(-3.99993040246383e+01dB,-3.48761091555047e-01°)
3.80189396320559e+02	(-3.99992273908752e+01dB,-3.56894071091343e-01°)
3.89045144994279e+02	(-3.99991471449592e+01dB,-3.65216583508021e-01°)
3.98107170553495e+02	(-3.99990631165980e+01dB,-3.73733063184530e-01°)
4.07380277804111e+02	(-3.99989751274704e+01dB,-3.82448048895403e-01°)
4.16869383470333e+02	(-3.99988829908435e+01dB,-3.91366186327886e-01°)
4.26579518801591e+02	(-3.99987865111797e+01dB,-4.00492230664120e-01°)
4.36515832240164e+02	(-3.99986854837176e+01dB,-4.09831049229991e-01°)
4.46683592150961e+02	(-3.99985796940392e+01dB,-4.19387624212569e-01°)
4.57088189614873e+02	(-3.99984689176126e+01dB,-4.29167055448055e-01°)
4.67735141287196e+02	(-3.99983529193154e+01dB,-4.39174563283035e-01°)
4.78630092322636e+02	(-3.99982314529344e+01dB,-4.49415491510359e-01°)
4.89778819368444e+02	(-3.99981042606415e+01dB,-4.59895310383012e-01°)
5.01187233627270e+02	(-3.99979710724458e+01dB,-4.70619619707680e-01°)
5.12861383991362e+02	(-3.99978316056190e+01dB,-4.81594152020898e-01°)
5.24807460249770e+02	(-3.99976855640946e+01dB,-4.92824775850510e-01°)
5.37031796370250e+02	(-3.99975326378364e+01dB,-5.04317499065164e-01°)
5.49540873857622e+02	(-3.99973725021794e+01dB,-5.16078472314680e-01°)
5.62341325190346e+02	(-3.99972048171396e+01dB,-5.28113992564422e-01°)
5.75439937337154e+02	(-3.99970292266889e+01dB,-5.40430506726947e-01°)
5.88843655355586e+02	(-3.99968453579968e+01dB,-5.53034615394124e-01°)
6.02559586074355e+02	(-3.99966528206378e+01dB,-5.65933076673211e-01°)
6.16595001861479e+02	(-3.99964512057589e+01dB,-5.79132810130780e-01°)
6.30957344480190e+02	(-3.99962400852075e+01dB,-5.92640900847955e-01°)
6.45654229034652e+02	(-3.99960190106208e+01dB,-6.06464603591278e-01°)
6.60693448007592e+02	(-3.99957875124691e+01dB,-6.20611347103290e-01°)
6.76082975391978e+02	(-3.99955450990550e+01dB,-6.35088738517358e-01°)
6.91830970918933e+02	(-3.99952912554643e+01dB,-6.49904567901170e-01°)
7.07945784384134e+02	(-3.99950254424688e+01dB,-6.65066812933767e-01°)
7.24435960074986e+02	(-3.99947470953749e+01dB,-6.80583643721853e-01°)
7.41310241300914e+02	(-3.99944556228178e+01dB,-6.96463427759872e-01°)
7.58577575029180e+02	(-3.99941504055013e+01dB,-7.12714735040150e-01°)
7.76247116628688e+02	(-3.99938307948734e+01dB,-7.29346343318704e-01°)
7.94328234724277e+02	(-3.99934961117411e+01dB,-7.46367243543539e-01°)
8.12830516164095e+02	(-3.99931456448189e+01dB,-7.63786645451359e-01°)
8.31763771102666e+02	(-3.99927786492103e+01dB,-7.81613983340342e-01°)
8.51138038202372e+02	(-3.99923943448116e+01dB,-7.99858922026089e-01°)
8.70963589956076e+02	(-3.99919919146470e+01dB,-8.18531362988015e-01°)
8.91250938133741e+02	(-3.99915705031172e+01dB,-8.37641450716153e-01°)
9.12010839355905e+02	(-3.99911292141683e+01dB,-8.57199579264499e-01°)
9.33254300796986e+02	(-3.99906671093732e+01dB,-8.77216399022737e-01°)
9.54992586021431e+02	(-3.99901832059213e+01dB,-8.97702823713902e-01°)
9.77237220955805e+02	(-3.99896764745095e+01dB,-9.18670037630115e-01°)
9.99999999999994e+02	(-3.99891458371365e+01dB,-9.40129503115936e-01°)
1.02329299228075e+03	(-3.99885901647879e+01dB,-9.62092968311787e-01°)
1.04712854805089e+03	(-3.99880082750123e+01dB,-9.84572475169460e-01°)
1.07151930523760e+03	(-3.99873989293826e+01dB,-1.00758036775238e+00°)
1.09647819614318e+03	(-3.99867608308306e+01dB,-1.03112930083563e+00°)
1.12201845430196e+03	(-3.99860926208587e+01dB,-1.05523224881859e+00°)
1.14815362149688e+03	(-3.99853928766168e+01dB,-1.07990251496789e+00°)
1.17489755493952e+03	(-3.99846601078350e+01dB,-1.10515374100576e+00°)
1.20226443461741e+03	(-3.99838927536136e+01dB,-1.13099991706163e+00°)
1.23026877081237e+03	(-3.99830891790548e+01dB,-1.15745539200685e+00°)
1.25892541179416e+03	(-3.99822476717332e+01dB,-1.18453488419134e+00°)
1.28824955169313e+03	(-3.99813664379966e+01dB,-1.21225349260391e+00°)
1.31825673855640e+03	(-3.99804435990868e+01dB,-1.24062670847879e+00°)
1.34896288259165e+03	(-3.99794771870740e+01dB,-1.26967042737310e+00°)
1.38038426460288e+03	(-3.99784651405919e+01dB,-1.29940096174050e+00°)
1.41253754462275e+03	(-3.99774053003691e+01dB,-1.32983505402850e+00°)
1.44543977074592e+03	(-3.99762954045406e+01dB,-1.36098989032961e+00°)
1.47910838816820e+03	(-3.99751330837334e+01dB,-1.39288311461636e+00°)
1.51356124843620e+03	(-3.99739158559103e+01dB,-1.42553284359543e+00°)
1.54881661891247e+03	(-3.99726411209653e+01dB,-1.45895768221484e+00°)
1.58489319246110e+03	(-3.99713061550528e+01dB,-1.49317673986431e+00°)
1.62181009735892e+03	(-3.99699081046378e+01dB,-1.52820964730848e+00°)
1.65958690743755e+03	(-3.99684439802594e+01dB,-1.56407657439774e+00°)
1.69824365246173e+03	(-3.99669106499818e+01dB,-1.60079824860261e+00°)
1.73780082874936e+03	(-3.99653048325288e+01dB,-1.63839597442318e+00°)
1.77827941003891e+03	(-3.99636230900771e+01dB,-1.67689165372711e+00°)
1.81970085860997e+03	(-3.99618618206908e+01dB,-1.71630780707360e+00°)
1.86208713666286e+03	(-3.99600172503874e+01dB,-1.75666759608566e+00°)
1.90546071796323e+03	(-3.99580854248057e+01dB,-1.79799484693756e+00°)
1.94984459975803e+03	(-3.99560622004629e+01dB,-1.84031407502837e+00°)
1.99526231496887e+03	(-3.99539432355707e+01dB,-1.88365051091887e+00°)
2.04173794466952e+03	(-3.99517239803980e+01dB,-1.92803012761403e+00°)
2.08929613085403e+03	(-3.99493996671489e+01dB,-1.97347966927980e+00°)
2.13796208950222e+03	(-3.99469652993309e+01dB,-2.02002668148964e+00°)
2.18776162394954e+03	(-3.99444156405883e+01dB,-2.06769954310372e+00°)
2.23872113856832e+03	(-3.99417452029750e+01dB,-2.11652749989087e+00°)
2.29086765276776e+03	(-3.99389482346266e+01dB,-2.16654070001309e+00°)
2.34422881531991e+03	(-3.99360187068111e+01dB,-2.21777023149995e+00°)
2.39883291901947e+03	(-3.99329503003182e+01dB,-2.27024816185276e+00°)
2.45470891568501e+03	(-3.99297363911513e+01dB,-2.32400757992675e+00°)
2.51188643150956e+03	(-3.99263700354860e+01dB,-2.37908264025239e+00°)
2.57039578276885e+03	(-3.99228439538510e+01dB,-2.43550860997143e+00°)
2.63026799189536e+03	(-3.99191505144953e+01dB,-2.49332191857466e+00°)
2.69153480392690e+03	(-3.99152817158871e+01dB,-2.55256021064498e+00°)
2.75422870333815e+03	(-3.99112291683050e+01dB,-2.61326240182685e+00°)
2.81838293126443e+03	(-3.99069840744571e+01dB,-2.67546873826006e+00°)
2.88403150312658e+03	(-3.99025372090936e+01dB,-2.73922085973577e+00°)
2.95120922666636e+03	(-3.98978788975266e+01dB,-2.80456186685681e+00°)
3.01995172040199e+03	(-3.98929989930272e+01dB,-2.87153639250215e+00°)
3.09029543251357e+03	(-3.98878868529997e+01dB,-2.94019067793072e+00°)
3.16227766016836e+03	(-3.98825313138927e+01dB,-3.01057265387722e+00°)
3.23593656929626e+03	(-3.98769206647495e+01dB,-3.08273202703332e+00°)
3.31131121482589e+03	(-3.98710426193310e+01dB,-3.15672037233582e+00°)
3.38844156139200e+03	(-3.98648842867155e+01dB,-3.23259123152281e+00°)
3.46736850452529e+03	(-3.98584321402925e+01dB,-3.31040021846130e+00°)
3.54813389233573e+03	(-3.98516719850426e+01dB,-3.39020513179233e+00°)
3.63078054770099e+03	(-3.98445889230082e+01dB,-3.47206607549147e+00°)
3.71535229097170e+03	(-3.98371673168348e+01dB,-3.55604558799732e+00°)
3.80189396320558e+03	(-3.98293907512648e+01dB,-3.64220878062062e+00°)
3.89045144994278e+03	(-3.98212419924577e+01dB,-3.73062348601468e+00°)
3.98107170553494e+03	(-3.98127029449902e+01dB,-3.82136041755899e+00°)
4.07380277804110e+03	(-3.98037546063966e+01dB,-3.91449334059457e+00°)
4.16869383470332e+03	(-3.97943770190829e+01dB,-4.01009925653518e+00°)
4.26579518801589e+03	(-3.97845492194418e+01dB,-4.10825860098207e+00°)
4.36515832240162e+03	(-3.97742491839941e+01dB,-4.20905545708026e+00°)
4.46683592150960e+03	(-3.97634537723406e+01dB,-4.31257778548045e+00°)
4.57088189614871e+03	(-3.97521386667250e+01dB,-4.41891767240457e+00°)
4.67735141287194e+03	(-3.97402783079695e+01dB,-4.52817159747284e+00°)
4.78630092322634e+03	(-3.97278458275329e+01dB,-4.64044072311354e+00°)
4.89778819368442e+03	(-3.97148129754266e+01dB,-4.75583120757792e+00°)
5.01187233627268e+03	(-3.97011500436959e+01dB,-4.87445454378883e+00°)
5.12861383991361e+03	(-3.96868257851496e+01dB,-4.99642792649726e+00°)
5.24807460249768e+03	(-3.96718073270034e+01dB,-5.12187465048587e+00°)
5.37031796370248e+03	(-3.96560600790683e+01dB,-5.25092454286490e+00°)
5.49540873857620e+03	(-3.96395476360830e+01dB,-5.38371443284473e+00°)
5.62341325190344e+03	(-3.96222316737705e+01dB,-5.52038866274743e+00°)
5.75439937337152e+03	(-3.96040718381366e+01dB,-5.66109964446385e+00°)
5.88843655355584e+03	(-3.95850256275193e+01dB,-5.80600846603660e+00°)
6.02559586074353e+03	(-3.95650482668373e+01dB,-5.95528555360973e+00°)
6.16595001861477e+03	(-3.95440925734375e+01dB,-6.10911139461336e+00°)
6.30957344480188e+03	(-3.95221088139062e+01dB,-6.26767732875897e+00°)
6.45654229034650e+03	(-3.94990445511411e+01dB,-6.43118641422250e+00°)
6.60693448007590e+03	(-3.94748444809204e+01dB,-6.59985437733173e+00°)
6.76082975391976e+03	(-3.94494502571577e+01dB,-6.77391065510050e+00°)
6.91830970918931e+03	(-3.94228003049405e+01dB,-6.95359954116970e+00°)
7.07945784384132e+03	(-3.93948296203865e+01dB,-7.13918144708673e+00°)
7.24435960074984e+03	(-3.93654695562762e+01dB,-7.33093429242102e+00°)
7.41310241300911e+03	(-3.93346475923208e+01dB,-7.52915503903357e+00°)
7.58577575029177e+03	(-3.93022870888385e+01dB,-7.73416138690977e+00°)
7.76247116628685e+03	(-3.92683070225229e+01dB,-7.94629365135262e+00°)
7.94328234724275e+03	(-3.92326217028694e+01dB,-8.16591684413792e+00°)
8.12830516164092e+03	(-3.91951404677332e+01dB,-8.39342298443580e+00°)
8.31763771102664e+03	(-3.91557673563731e+01dB,-8.62923366905588e+00°)
8.51138038202369e+03	(-3.91144007582416e+01dB,-8.87380293591974e+00°)
8.70963589956073e+03	(-3.90709330356551e+01dB,-9.12762045972754e+00°)
8.91250938133738e+03	(-3.90252501184031e+01dB,-9.39121512471917e+00°)
9.12010839355902e+03	(-3.89772310682500e+01dB,-9.66515902636096e+00°)
9.33254300796983e+03	(-3.89267476112432e+01dB,-9.95007196190283e+00°)
9.54992586021428e+03	(-3.88736636356916e+01dB,-1.02466264793359e+01°)
9.77237220955802e+03	(-3.88178346537295e+01dB,-1.05555535655292e+01°)
9.99999999999991e+03	(-3.87591072244469e+01dB,-1.08776490676252e+01°)
1.02329299228075e+04	(-3.86973183368008e+01dB,-1.12137809575122e+01°)
1.04712854805089e+04	(-3.86322947508391e+01dB,-1.15648975678432e+01°)
1.07151930523760e+04	(-3.85638522963153e+01dB,-1.19320369502673e+01°)
1.09647819614318e+04	(-3.84917951286098e+01dB,-1.23163375328860e+01°)
1.12201845430195e+04	(-3.84159149430052e+01dB,-1.27190502854864e+01°)
1.14815362149687e+04	(-3.83359901500870e+01dB,-1.31415526386581e+01°)
1.17489755493952e+04	(-3.82517850173942e+01dB,-1.35853644479355e+01°)
1.20226443461740e+04	(-3.81630487857274e+01dB,-1.40521663479624e+01°)
1.23026877081237e+04	(-3.80695147730712e+01dB,-1.45438209063326e+01°)
1.25892541179416e+04	(-3.79708994853370e+01dB,-1.50623970641569e+01°)
1.28824955169312e+04	(-3.78669017616873e+01dB,-1.56101984433054e+01°)
1.31825673855640e+04	(-3.77572019938908e+01dB,-1.61897962113734e+01°)
1.34896288259164e+04	(-3.76414614751385e+01dB,-1.68040673281174e+01°)
1.38038426460287e+04	(-3.75193219555155e+01dB,-1.74562391548804e+01°)
1.41253754462274e+04	(-3.73904055110627e+01dB,-1.81499415948944e+01°)
1.44543977074591e+04	(-3.72543148739232e+01dB,-1.88892681503065e+01°)
1.47910838816819e+04	(-3.71106344264665e+01dB,-1.96788475329879e+01°)
1.51356124843619e+04	(-3.69589321379832e+01dB,-2.05239277488626e+01°)
1.54881661891247e+04	(-3.67987628259801e+01dB,-2.14304748823868e+01°)
1.58489319246110e+04	(-3.66296732654441e+01dB,-2.24052891200438e+01°)
1.62181009735891e+04	(-3.64512098623559e+01dB,-2.34561408319048e+01°)
1.65958690743755e+04	(-3.62629298703979e+01dB,-2.45919297079350e+01°)
1.69824365246173e+04	(-3.60644174859141e+01dB,-2.58228698958464e+01°)
1.73780082874936e+04	(-3.58553066354904e+01dB,-2.71607035947040e+01°)
1.77827941003891e+04	(-3.56353129080949e+01dB,-2.86189442625661e+01°)
1.81970085860997e+04	(-3.54042779162179e+01dB,-3.02131479055139e+01°)
1.86208713666285e+04	(-3.51622304252412e+01dB,-3.19612058822164e+01°)
1.90546071796323e+04	(-3.49094698611734e+01dB,-3.38836438077075e+01°)
1.94984459975803e+04	(-3.46466792031419e+01dB,-3.60038962655992e+01°)
1.99526231496886e+04	(-3.43750755162819e+01dB,-3.83485030287843e+01°)
2.04173794466951e+04	(-3.40966068556720e+01dB,-4.09471353983551e+01°)
2.08929613085402e+04	(-3.38142027135768e+01dB,-4.38323071041923e+01°)
2.13796208950221e+04	(-3.35320793233374e+01dB,-4.70385514405164e+01°)
2.18776162394953e+04	(-3.32560873669843e+01dB,-5.06007618096582e+01°)
2.23872113856832e+04	(-3.29940632163498e+01dB,-5.45513232773262e+01°)
2.29086765276775e+04	(-3.27561017740879e+01dB,-5.89156713465034e+01°)
2.34422881531990e+04	(-3.25546114493592e+01dB,-6.37061141215379e+01°)
2.39883291901947e+04	(-3.24039582767180e+01dB,-6.89142893526315e+01°)
2.45470891568501e+04	(-3.23195019671674e+01dB,-7.45035696782975e+01°)
2.51188643150956e+04	(-3.23159380026335e+01dB,-8.04038603674903e+01°)
2.57039578276884e+04	(-3.24051259633945e+01dB,-8.65118519590107e+01°)
2.63026799189536e+04	(-3.25939312419194e+01dB,-9.26989154108460e+01°)
2.69153480392689e+04	(-3.28828128595687e+01dB,-9.88260978775142e+01°)
2.75422870333814e+04	(-3.32657231291699e+01dB,-1.04762301903313e+02°)
2.81838293126443e+04	(-3.37313616355888e+01dB,-1.10400027646574e+02°)
2.88403150312658e+04	(-3.42652742125701e+01dB,-1.15664371018113e+02°)
2.95120922666636e+04	(-3.48520618186976e+01dB,-1.20514255423709e+02°)
3.01995172040199e+04	(-3.54771286842215e+01dB,-1.24937806706163e+02°)
